,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
10,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})","frozenset({'G2_ИГРУШКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",1.0,0.11029411764705882,0.11029411764705882,0.11029411764705882,1.0,1.0,0.0,1.0,0.0,0.11029411764705882,0.0,0.5551470588235294
11,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})","frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ'})",1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,0.0,0.1,0.0,0.55
12,"frozenset({'G2_ИГРУШКИ', 'G2_ПОДГУЗНИКИ'})","frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.1,1.0,0.1,1.0,1.0,1.0,0.0,inf,0.0,0.1,0.0,0.55
13,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})","frozenset({'G2_ИГРУШКИ', 'G2_ОБУВЬ'})",1.0,0.047058823529411764,0.047058823529411764,0.047058823529411764,1.0,1.0,0.0,1.0,0.0,0.047058823529411764,0.0,0.5235294117647059
14,"frozenset({'G2_ИГРУШКИ', 'G2_ОБУВЬ'})","frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.047058823529411764,1.0,0.047058823529411764,1.0,1.0,1.0,0.0,inf,0.0,0.047058823529411764,0.0,0.5235294117647059
15,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})","frozenset({'G2_ИГРУШКИ', 'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'})",1.0,0.060294117647058824,0.060294117647058824,0.060294117647058824,1.0,1.0,0.0,1.0,0.0,0.060294117647058824,0.0,0.5301470588235294
16,"frozenset({'G2_ИГРУШКИ', 'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'})","frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.060294117647058824,1.0,0.060294117647058824,1.0,1.0,1.0,0.0,inf,0.0,0.060294117647058824,0.0,0.5301470588235294
17,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",frozenset({'G2_ИГРУШКИ'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
18,"frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})","frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.057352941176470586,1.0,0.057352941176470586,1.0,1.0,1.0,0.0,inf,0.0,0.057352941176470586,0.0,0.5286764705882353
19,"frozenset({'G2_ИГРУШКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})","frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.11029411764705882,1.0,0.11029411764705882,1.0,1.0,1.0,0.0,inf,0.0,0.11029411764705882,0.0,0.5551470588235294
20,frozenset({'G2_ИГРУШКИ'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
21,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.09558823529411764,1.0,0.09558823529411764,1.0,1.0,1.0,0.0,inf,0.0,0.09558823529411764,0.0,0.5477941176470589
22,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",frozenset({'G2_ПОДГУЗНИКИ'}),1.0,0.19558823529411765,0.19558823529411765,0.19558823529411765,1.0,1.0,0.0,1.0,0.0,0.19558823529411765,0.0,0.5977941176470588
23,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),1.0,0.08676470588235294,0.08676470588235294,0.08676470588235294,1.0,1.0,0.0,1.0,0.0,0.08676470588235295,0.0,0.5433823529411764
24,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.08676470588235294,1.0,0.08676470588235294,1.0,1.0,1.0,0.0,inf,0.0,0.08676470588235295,0.0,0.5433823529411764
25,frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.10882352941176471,1.0,0.10882352941176471,1.0,1.0,1.0,0.0,inf,0.0,0.10882352941176471,0.0,0.5544117647058824
26,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",frozenset({'G2_КРУПНОГАБАРИТНЫЙ ТОВАР'}),1.0,0.10882352941176471,0.10882352941176471,0.10882352941176471,1.0,1.0,0.0,1.0,0.0,0.10882352941176471,0.0,0.5544117647058824
27,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",frozenset({'G2_ОБУВЬ'}),1.0,0.08529411764705883,0.08529411764705883,0.08529411764705883,1.0,1.0,0.0,1.0,0.0,0.08529411764705884,0.0,0.5426470588235294
28,frozenset({'G2_ОБУВЬ'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.08529411764705883,1.0,0.08529411764705883,1.0,1.0,1.0,0.0,inf,0.0,0.08529411764705884,0.0,0.5426470588235294
29,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})","frozenset({'G2_ИГРУШКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",1.0,0.057352941176470586,0.057352941176470586,0.057352941176470586,1.0,1.0,0.0,1.0,0.0,0.057352941176470586,0.0,0.5286764705882353
30,frozenset({'G2_ПОДГУЗНИКИ'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.19558823529411765,1.0,0.19558823529411765,1.0,1.0,1.0,0.0,inf,0.0,0.19558823529411765,0.0,0.5977941176470588
31,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})","frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.17058823529411765,1.0,0.17058823529411765,1.0,1.0,1.0,0.0,inf,0.0,0.17058823529411765,0.0,0.5852941176470589
32,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})","frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",1.0,0.17058823529411765,0.17058823529411765,0.17058823529411765,1.0,1.0,0.0,1.0,0.0,0.17058823529411765,0.0,0.5852941176470589
33,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),1.0,0.09558823529411764,0.09558823529411764,0.09558823529411764,1.0,1.0,0.0,1.0,0.0,0.09558823529411764,0.0,0.5477941176470589
34,frozenset({'G2_ИГРУШКИ'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",0.75,0.08676470588235294,0.057352941176470586,0.07647058823529411,0.8813559322033898,1.0,-0.007720588235294111,0.9888535031847133,-0.34999999999999976,0.07358490566037736,-0.011272141706924322,0.36874376869391823
35,"frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.75,0.08676470588235294,0.057352941176470586,0.07647058823529411,0.8813559322033898,1.0,-0.007720588235294111,0.9888535031847133,-0.34999999999999976,0.07358490566037736,-0.011272141706924322,0.36874376869391823
36,frozenset({'G2_ИГРУШКИ'}),frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.75,0.08676470588235294,0.057352941176470586,0.07647058823529411,0.8813559322033898,1.0,-0.007720588235294111,0.9888535031847133,-0.34999999999999976,0.07358490566037736,-0.011272141706924322,0.36874376869391823
37,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",frozenset({'G2_ИГРУШКИ'}),0.08676470588235294,0.75,0.057352941176470586,0.6610169491525424,0.8813559322033898,1.0,-0.007720588235294111,0.7375,-0.12846809888804914,0.07358490566037736,-0.35593220338983045,0.36874376869391823
38,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),frozenset({'G2_ИГРУШКИ'}),0.08676470588235294,0.75,0.057352941176470586,0.6610169491525424,0.8813559322033898,1.0,-0.007720588235294111,0.7375,-0.12846809888804914,0.07358490566037736,-0.35593220338983045,0.36874376869391823
39,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.08676470588235294,0.75,0.057352941176470586,0.6610169491525424,0.8813559322033898,1.0,-0.007720588235294111,0.7375,-0.12846809888804914,0.07358490566037736,-0.35593220338983045,0.36874376869391823
40,"frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})","frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.75,0.17058823529411765,0.11029411764705882,0.14705882352941177,0.8620689655172414,1.0,-0.017647058823529405,0.9724137931034482,-0.3902439024390242,0.13611615245009073,-0.028368794326241138,0.3968052738336714
41,frozenset({'G2_ИГРУШКИ'}),"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.75,0.17058823529411765,0.11029411764705882,0.14705882352941177,0.8620689655172414,1.0,-0.017647058823529405,0.9724137931034482,-0.3902439024390242,0.13611615245009073,-0.028368794326241138,0.3968052738336714
42,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",frozenset({'G2_ИГРУШКИ'}),0.17058823529411765,0.75,0.11029411764705882,0.646551724137931,0.8620689655172414,1.0,-0.017647058823529405,0.7073170731707318,-0.1617122473246135,0.13611615245009073,-0.4137931034482758,0.3968052738336714
43,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",frozenset({'G2_ИГРУШКИ'}),0.17058823529411765,0.75,0.11029411764705882,0.646551724137931,0.8620689655172414,1.0,-0.017647058823529405,0.7073170731707318,-0.1617122473246135,0.13611615245009073,-0.4137931034482758,0.3968052738336714
44,"frozenset({'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})","frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.17058823529411765,0.75,0.11029411764705882,0.646551724137931,0.8620689655172414,1.0,-0.017647058823529405,0.7073170731707318,-0.1617122473246135,0.13611615245009073,-0.4137931034482758,0.3968052738336714
45,frozenset({'G2_ИГРУШКИ'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ТЕКСТИЛЬ, ТРИКОТАЖ'})",0.75,0.17058823529411765,0.11029411764705882,0.14705882352941177,0.8620689655172414,1.0,-0.017647058823529405,0.9724137931034482,-0.3902439024390242,0.13611615245009073,-0.028368794326241138,0.3968052738336714
46,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),frozenset({'G2_ИГРУШКИ'}),0.09558823529411764,0.75,0.061764705882352944,0.6461538461538462,0.8615384615384616,1.0,-0.009926470588235287,0.7065217391304348,-0.15088757396449695,0.07879924953095685,-0.41538461538461524,0.3642533936651584
47,frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),"frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",0.09558823529411764,0.75,0.061764705882352944,0.6461538461538462,0.8615384615384616,1.0,-0.009926470588235287,0.7065217391304348,-0.15088757396449695,0.07879924953095685,-0.41538461538461524,0.3642533936651584
48,frozenset({'G2_ИГРУШКИ'}),frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.75,0.09558823529411764,0.061764705882352944,0.08235294117647059,0.8615384615384616,1.0,-0.009926470588235287,0.9855769230769231,-0.39130434782608675,0.07879924953095685,-0.014634146341463409,0.3642533936651584
49,"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",frozenset({'G2_ИГРУШКИ'}),0.09558823529411764,0.75,0.061764705882352944,0.6461538461538462,0.8615384615384616,1.0,-0.009926470588235287,0.7065217391304348,-0.15088757396449695,0.07879924953095685,-0.41538461538461524,0.3642533936651584
50,"frozenset({'G2_ИГРУШКИ', 'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ'})",frozenset({'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'}),0.75,0.09558823529411764,0.061764705882352944,0.08235294117647059,0.8615384615384616,1.0,-0.009926470588235287,0.9855769230769231,-0.39130434782608675,0.07879924953095685,-0.014634146341463409,0.3642533936651584
51,frozenset({'G2_ИГРУШКИ'}),"frozenset({'G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ', 'G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ'})",0.75,0.09558823529411764,0.061764705882352944,0.08235294117647059,0.8615384615384616,1.0,-0.009926470588235287,0.9855769230769231,-0.39130434782608675,0.07879924953095685,-0.014634146341463409,0.3642533936651584
