,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
40,"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_ИГРУШКИ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.2402135231316726,0.2277580071174377,0.0498220640569395,0.2074074074074074,0.9106481481481482,1.0,-0.004888489254188777,0.974324009711644,-0.11437037037037039,0.11914893617021277,-0.02635261990100699,0.2130787037037037
41,"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",frozenset({'G2_ИГРУШКИ'}),0.2277580071174377,0.2402135231316726,0.0498220640569395,0.21875,0.9106481481481481,1.0,-0.004888489254188777,0.972526690391459,-0.1127336448598131,0.11914893617021277,-0.02824941451990633,0.2130787037037037
42,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),frozenset({'G2_ИГРУШКИ'}),0.2277580071174377,0.2402135231316726,0.0498220640569395,0.21875,0.9106481481481481,1.0,-0.004888489254188777,0.972526690391459,-0.1127336448598131,0.11914893617021277,-0.02824941451990633,0.2130787037037037
43,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_ИГРУШКИ'})",0.2277580071174377,0.2402135231316726,0.0498220640569395,0.21875,0.9106481481481481,1.0,-0.004888489254188777,0.972526690391459,-0.1127336448598131,0.11914893617021277,-0.02824941451990633,0.2130787037037037
44,"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_ПОДГУЗНИКИ'})",frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.5836298932384342,0.2277580071174377,0.11921708185053381,0.20426829268292684,0.8968654725609757,1.0,-0.013709299527614877,0.9704803588715727,-0.21641343462614923,0.17223650385604114,-0.030417556479712227,0.36385289634146345
45,frozenset({'G2_ПОДГУЗНИКИ'}),"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",0.5836298932384342,0.2277580071174377,0.11921708185053381,0.20426829268292684,0.8968654725609757,1.0,-0.013709299527614877,0.9704803588715727,-0.21641343462614923,0.17223650385604114,-0.030417556479712227,0.36385289634146345
46,frozenset({'G2_ПОДГУЗНИКИ'}),frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),0.5836298932384342,0.2277580071174377,0.11921708185053381,0.20426829268292684,0.8968654725609757,1.0,-0.013709299527614877,0.9704803588715727,-0.21641343462614923,0.17223650385604114,-0.030417556479712227,0.36385289634146345
47,"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_КОСМЕТИКА/ГИГИЕНА'})",frozenset({'G2_ПОДГУЗНИКИ'}),0.2277580071174377,0.5836298932384342,0.11921708185053381,0.5234375,0.8968654725609756,1.0,-0.013709299527614877,0.8736946502537775,-0.1296096743295017,0.17223650385604114,-0.14456463675213677,0.36385289634146345
48,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),"frozenset({'G2_ДЕТСКОЕ ПИТАНИЕ', 'G2_ПОДГУЗНИКИ'})",0.2277580071174377,0.5836298932384342,0.11921708185053381,0.5234375,0.8968654725609756,1.0,-0.013709299527614877,0.8736946502537775,-0.1296096743295017,0.17223650385604114,-0.14456463675213677,0.36385289634146345
49,frozenset({'G2_КОСМЕТИКА/ГИГИЕНА'}),frozenset({'G2_ПОДГУЗНИКИ'}),0.2277580071174377,0.5836298932384342,0.11921708185053381,0.5234375,0.8968654725609756,1.0,-0.013709299527614877,0.8736946502537775,-0.1296096743295017,0.17223650385604114,-0.14456463675213677,0.36385289634146345
